"genres","href","id","name","popularity","type","uri","external_urls.spotify","followers.href","followers.total","range","rangenum","rank","userName"
"dark trap, melodic rap, meme rap, miami hip hop, rap, trap, underground hip hop, vapor trap","https://api.spotify.com/v1/artists/21dooacK2WGBB5amYvKyfM","21dooacK2WGBB5amYvKyfM","Smokepurpp",68,"artist","spotify:artist:21dooacK2WGBB5amYvKyfM","https://open.spotify.com/artist/21dooacK2WGBB5amYvKyfM",NA,2439532,"long",3,39,"cindy"
"escape room, trap queen, viral rap","https://api.spotify.com/v1/artists/3IJ21966TwNZI24MwZHMu4","3IJ21966TwNZI24MwZHMu4","Baby Tate",71,"artist","spotify:artist:3IJ21966TwNZI24MwZHMu4","https://open.spotify.com/artist/3IJ21966TwNZI24MwZHMu4",NA,166000,"long",3,40,"cindy"
"dance pop, pop","https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande",93,"artist","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR",NA,77023390,"long",3,41,"cindy"
"dance pop, pop, r&b, viral rap","https://api.spotify.com/v1/artists/08PvCOlef4xdOr20jFSTPd","08PvCOlef4xdOr20jFSTPd","Flo Milli",69,"artist","spotify:artist:08PvCOlef4xdOr20jFSTPd","https://open.spotify.com/artist/08PvCOlef4xdOr20jFSTPd",NA,429036,"long",3,42,"cindy"
"alternative r&b, dance pop, pop, post-teen pop, r&b, urban contemporary","https://api.spotify.com/v1/artists/0AsThoR4KZSVktALiNcQwW","0AsThoR4KZSVktALiNcQwW","Chloe x Halle",66,"artist","spotify:artist:0AsThoR4KZSVktALiNcQwW","https://open.spotify.com/artist/0AsThoR4KZSVktALiNcQwW",NA,1580268,"long",3,43,"cindy"
"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap","https://api.spotify.com/v1/artists/17lzZA2AlOHwCwFALHttmp","17lzZA2AlOHwCwFALHttmp","2 Chainz",83,"artist","spotify:artist:17lzZA2AlOHwCwFALHttmp","https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp",NA,6997232,"long",3,44,"cindy"
"colombian pop, dance pop, pop, r&b","https://api.spotify.com/v1/artists/1U1el3k54VvEUzo3ybLPlM","1U1el3k54VvEUzo3ybLPlM","Kali Uchis",85,"artist","spotify:artist:1U1el3k54VvEUzo3ybLPlM","https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM",NA,2678466,"long",3,45,"cindy"
"dance pop, pop, pop rap, r&b, scam rap, trap queen","https://api.spotify.com/v1/artists/37hAfseJWi0G3Scife12Il","37hAfseJWi0G3Scife12Il","City Girls",74,"artist","spotify:artist:37hAfseJWi0G3Scife12Il","https://open.spotify.com/artist/37hAfseJWi0G3Scife12Il",NA,1889813,"long",3,46,"cindy"
"escape room, lgbtq+ hip hop, trap queen","https://api.spotify.com/v1/artists/6lay1nwbE6hTx1jivysUAL","6lay1nwbE6hTx1jivysUAL","Princess Nokia",68,"artist","spotify:artist:6lay1nwbE6hTx1jivysUAL","https://open.spotify.com/artist/6lay1nwbE6hTx1jivysUAL",NA,521974,"long",3,47,"cindy"
"","https://api.spotify.com/v1/artists/24b9I2uDul2T1xec8Fp36H","24b9I2uDul2T1xec8Fp36H","El Clan del Solar",36,"artist","spotify:artist:24b9I2uDul2T1xec8Fp36H","https://open.spotify.com/artist/24b9I2uDul2T1xec8Fp36H",NA,530,"long",3,48,"cindy"
"alt z, indie pop, modern alternative pop, uk pop","https://api.spotify.com/v1/artists/0nnYdIpahs41QiZ9MWp5Wx","0nnYdIpahs41QiZ9MWp5Wx","Holly Humberstone",66,"artist","spotify:artist:0nnYdIpahs41QiZ9MWp5Wx","https://open.spotify.com/artist/0nnYdIpahs41QiZ9MWp5Wx",NA,132162,"long",3,49,"cindy"
"kentucky hip hop, pop, pop rap, r&b, rap","https://api.spotify.com/v1/artists/2EMAnMvWE2eb56ToJVfCWs","2EMAnMvWE2eb56ToJVfCWs","Bryson Tiller",82,"artist","spotify:artist:2EMAnMvWE2eb56ToJVfCWs","https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs",NA,5529492,"long",3,50,"cindy"
