"genres","href","id","name","popularity","type","uri","external_urls.spotify","followers.href","followers.total","range","rangenum","rank","userName"
"art pop, chillwave, denver indie, indie pop, indie rock, indie surf, shimmer pop","https://api.spotify.com/v1/artists/1ybAN3utgdoUL1MUCtH4QM","1ybAN3utgdoUL1MUCtH4QM","Tennis",57,"artist","spotify:artist:1ybAN3utgdoUL1MUCtH4QM","https://open.spotify.com/artist/1ybAN3utgdoUL1MUCtH4QM",NA,242339,"mid",2,25,"lord"
"brooklyn drill, nyc rap","https://api.spotify.com/v1/artists/6EPlBSH2RSiettczlz7ihV","6EPlBSH2RSiettczlz7ihV","Sleepy Hallow",81,"artist","spotify:artist:6EPlBSH2RSiettczlz7ihV","https://open.spotify.com/artist/6EPlBSH2RSiettczlz7ihV",NA,761465,"mid",2,26,"lord"
"bronx drill, new york drill","https://api.spotify.com/v1/artists/2AMeiDbfU2vonrTkpXDKUu","2AMeiDbfU2vonrTkpXDKUu","Kay Flock",69,"artist","spotify:artist:2AMeiDbfU2vonrTkpXDKUu","https://open.spotify.com/artist/2AMeiDbfU2vonrTkpXDKUu",NA,126810,"mid",2,27,"lord"
"british soul, pop, pop soul, uk pop","https://api.spotify.com/v1/artists/4dpARuHxo51G3z768sgnrY","4dpARuHxo51G3z768sgnrY","Adele",92,"artist","spotify:artist:4dpARuHxo51G3z768sgnrY","https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY",NA,35074052,"mid",2,28,"lord"
"east coast hip hop, hip hop, rap","https://api.spotify.com/v1/artists/3nFkdlSjzX9mRTtwJOzDYB","3nFkdlSjzX9mRTtwJOzDYB","JAY-Z",88,"artist","spotify:artist:3nFkdlSjzX9mRTtwJOzDYB","https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB",NA,7079846,"mid",2,29,"lord"
"chicago rap, rap","https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x","5K4W6rqBFWDnAN6FQUkS6x","Kanye West",96,"artist","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x",NA,16631180,"mid",2,30,"lord"
"melodic rap, philly rap, rap, trap","https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz","4O15NlyKLIASxsJ0PrXPfz","Lil Uzi Vert",90,"artist","spotify:artist:4O15NlyKLIASxsJ0PrXPfz","https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz",NA,12968461,"mid",2,31,"lord"
"baltimore indie, dream pop, dreamo, modern dream pop","https://api.spotify.com/v1/artists/56ZTgzPBDge0OvCGgMO3OY","56ZTgzPBDge0OvCGgMO3OY","Beach House",78,"artist","spotify:artist:56ZTgzPBDge0OvCGgMO3OY","https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY",NA,1446028,"mid",2,32,"lord"
"brooklyn drill, new york drill","https://api.spotify.com/v1/artists/7s3eCGNZMrwUQraXlocCBv","7s3eCGNZMrwUQraXlocCBv","Bizzy Banks",61,"artist","spotify:artist:7s3eCGNZMrwUQraXlocCBv","https://open.spotify.com/artist/7s3eCGNZMrwUQraXlocCBv",NA,114457,"mid",2,33,"lord"
"brooklyn drill, melodic rap, nyc rap","https://api.spotify.com/v1/artists/6jGMq4yGs7aQzuGsMgVgZR","6jGMq4yGs7aQzuGsMgVgZR","Lil Tjay",85,"artist","spotify:artist:6jGMq4yGs7aQzuGsMgVgZR","https://open.spotify.com/artist/6jGMq4yGs7aQzuGsMgVgZR",NA,4694112,"mid",2,34,"lord"
"brooklyn drill, new york drill","https://api.spotify.com/v1/artists/5Juzk12OF6455izbnUr10x","5Juzk12OF6455izbnUr10x","26ar",48,"artist","spotify:artist:5Juzk12OF6455izbnUr10x","https://open.spotify.com/artist/5Juzk12OF6455izbnUr10x",NA,24576,"mid",2,35,"lord"
"art pop, escape room, experimental r&b","https://api.spotify.com/v1/artists/0qu422H5MOoQxGjd4IzHbS","0qu422H5MOoQxGjd4IzHbS","Yves Tumor",62,"artist","spotify:artist:0qu422H5MOoQxGjd4IzHbS","https://open.spotify.com/artist/0qu422H5MOoQxGjd4IzHbS",NA,217553,"mid",2,36,"lord"
"alternative r&b, dance pop, pop, r&b, urban contemporary","https://api.spotify.com/v1/artists/5ZS223C6JyBfXasXxrRqOk","5ZS223C6JyBfXasXxrRqOk","Jhené Aiko",82,"artist","spotify:artist:5ZS223C6JyBfXasXxrRqOk","https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk",NA,5290222,"mid",2,37,"lord"
"art pop, chillwave, indie pop, indie soul, quebec indie, shiver pop","https://api.spotify.com/v1/artists/2SdK1QDmZIP2hk94rSaLl9","2SdK1QDmZIP2hk94rSaLl9","TOPS",51,"artist","spotify:artist:2SdK1QDmZIP2hk94rSaLl9","https://open.spotify.com/artist/2SdK1QDmZIP2hk94rSaLl9",NA,106314,"mid",2,38,"lord"
"hip hop, pluggnb, rap, trap, underground hip hop, vapor trap","https://api.spotify.com/v1/artists/5yPzzu25VzEk8qrGTLIrE1","5yPzzu25VzEk8qrGTLIrE1","Young Nudy",74,"artist","spotify:artist:5yPzzu25VzEk8qrGTLIrE1","https://open.spotify.com/artist/5yPzzu25VzEk8qrGTLIrE1",NA,846381,"mid",2,39,"lord"
"melodic rap, rap, trap","https://api.spotify.com/v1/artists/31W5EY0aAly4Qieq6OFu6I","31W5EY0aAly4Qieq6OFu6I","A Boogie Wit da Hoodie",86,"artist","spotify:artist:31W5EY0aAly4Qieq6OFu6I","https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I",NA,6330709,"mid",2,40,"lord"
"bedroom pop, indie pop, la indie","https://api.spotify.com/v1/artists/2sSGPbdZJkaSE2AbcGOACx","2sSGPbdZJkaSE2AbcGOACx","The Marías",70,"artist","spotify:artist:2sSGPbdZJkaSE2AbcGOACx","https://open.spotify.com/artist/2sSGPbdZJkaSE2AbcGOACx",NA,692795,"mid",2,41,"lord"
"colombian pop, dance pop, pop, r&b","https://api.spotify.com/v1/artists/1U1el3k54VvEUzo3ybLPlM","1U1el3k54VvEUzo3ybLPlM","Kali Uchis",85,"artist","spotify:artist:1U1el3k54VvEUzo3ybLPlM","https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM",NA,2661573,"mid",2,42,"lord"
"nyc rap, rap, trap, vapor trap","https://api.spotify.com/v1/artists/6Av6GMCOznZIlHuNcBWgf4","6Av6GMCOznZIlHuNcBWgf4","Jay Critch",63,"artist","spotify:artist:6Av6GMCOznZIlHuNcBWgf4","https://open.spotify.com/artist/6Av6GMCOznZIlHuNcBWgf4",NA,631954,"mid",2,43,"lord"
"melodic rap, rap, southern hip hop, trap, vapor trap","https://api.spotify.com/v1/artists/3uJx5SnOM59Li7lCxA3b29","3uJx5SnOM59Li7lCxA3b29","Lil Keed",65,"artist","spotify:artist:3uJx5SnOM59Li7lCxA3b29","https://open.spotify.com/artist/3uJx5SnOM59Li7lCxA3b29",NA,765649,"mid",2,44,"lord"
"glitchcore, underground hip hop","https://api.spotify.com/v1/artists/2xvtxDNInKDV4AvGmjw6d1","2xvtxDNInKDV4AvGmjw6d1","Bladee",70,"artist","spotify:artist:2xvtxDNInKDV4AvGmjw6d1","https://open.spotify.com/artist/2xvtxDNInKDV4AvGmjw6d1",NA,266689,"mid",2,45,"lord"
"brooklyn drill, new york drill","https://api.spotify.com/v1/artists/6FheakPfcCNN0NeROtOKeQ","6FheakPfcCNN0NeROtOKeQ","Smoove'L",49,"artist","spotify:artist:6FheakPfcCNN0NeROtOKeQ","https://open.spotify.com/artist/6FheakPfcCNN0NeROtOKeQ",NA,107857,"mid",2,46,"lord"
"melodic rap, rap, trap","https://api.spotify.com/v1/artists/6Xgp2XMz1fhVYe7i6yNAax","6Xgp2XMz1fhVYe7i6yNAax","Trippie Redd",88,"artist","spotify:artist:6Xgp2XMz1fhVYe7i6yNAax","https://open.spotify.com/artist/6Xgp2XMz1fhVYe7i6yNAax",NA,7318467,"mid",2,47,"lord"
"chicago bop, chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap, underground hip hop","https://api.spotify.com/v1/artists/15iVAtD3s3FsQR4w1v6M0P","15iVAtD3s3FsQR4w1v6M0P","Chief Keef",78,"artist","spotify:artist:15iVAtD3s3FsQR4w1v6M0P","https://open.spotify.com/artist/15iVAtD3s3FsQR4w1v6M0P",NA,3193987,"mid",2,48,"lord"
"atl hip hop, hip hop, pop rap, rap, trap","https://api.spotify.com/v1/artists/6oMuImdp5ZcFhWP0ESe6mG","6oMuImdp5ZcFhWP0ESe6mG","Migos",82,"artist","spotify:artist:6oMuImdp5ZcFhWP0ESe6mG","https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG",NA,12181730,"mid",2,49,"lord"
"atl hip hop, hip hop, melodic rap, rap, trap, underground hip hop, viral rap","https://api.spotify.com/v1/artists/6icQOAFXDZKsumw3YXyusw","6icQOAFXDZKsumw3YXyusw","Lil Yachty",82,"artist","spotify:artist:6icQOAFXDZKsumw3YXyusw","https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw",NA,7881087,"mid",2,50,"lord"
"baton rouge rap, trap","https://api.spotify.com/v1/artists/7wlFDEWiM5OoIAt8RSli8b","7wlFDEWiM5OoIAt8RSli8b","YoungBoy Never Broke Again",88,"artist","spotify:artist:7wlFDEWiM5OoIAt8RSli8b","https://open.spotify.com/artist/7wlFDEWiM5OoIAt8RSli8b",NA,8387098,"long",3,1,"lord"
"chicago drill, chicago rap, drill, hip hop, rap, trap","https://api.spotify.com/v1/artists/3hcs9uc56yIGFCSy9leWe7","3hcs9uc56yIGFCSy9leWe7","Lil Durk",88,"artist","spotify:artist:3hcs9uc56yIGFCSy9leWe7","https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7",NA,3713117,"long",3,2,"lord"
"atl hip hop, plugg, pluggnb, rap, trap","https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD","699OTQXzgjhIYAHMy9RyPD","Playboi Carti",88,"artist","spotify:artist:699OTQXzgjhIYAHMy9RyPD","https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD",NA,6164198,"long",3,3,"lord"
"pluggnb","https://api.spotify.com/v1/artists/3qiHUAX7zY4Qnjx8TNUzVx","3qiHUAX7zY4Qnjx8TNUzVx","Yeat",84,"artist","spotify:artist:3qiHUAX7zY4Qnjx8TNUzVx","https://open.spotify.com/artist/3qiHUAX7zY4Qnjx8TNUzVx",NA,390381,"long",3,4,"lord"
"chicago rap","https://api.spotify.com/v1/artists/6AgTAQt8XS6jRWi4sX7w49","6AgTAQt8XS6jRWi4sX7w49","Polo G",90,"artist","spotify:artist:6AgTAQt8XS6jRWi4sX7w49","https://open.spotify.com/artist/6AgTAQt8XS6jRWi4sX7w49",NA,6912142,"long",3,5,"lord"
"brooklyn drill","https://api.spotify.com/v1/artists/0eDvMgVFoNV3TpwtrVCoTj","0eDvMgVFoNV3TpwtrVCoTj","Pop Smoke",88,"artist","spotify:artist:0eDvMgVFoNV3TpwtrVCoTj","https://open.spotify.com/artist/0eDvMgVFoNV3TpwtrVCoTj",NA,9442168,"long",3,6,"lord"
"chicago drill, chicago rap, drill, rap, southern hip hop, trap","https://api.spotify.com/v1/artists/5QdEbQJ3ylBnc3gsIASAT5","5QdEbQJ3ylBnc3gsIASAT5","G Herbo",79,"artist","spotify:artist:5QdEbQJ3ylBnc3gsIASAT5","https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5",NA,1454428,"long",3,7,"lord"
"atl hip hop, atl trap, rap, trap","https://api.spotify.com/v1/artists/5f7VJjfbwm532GiveGC0ZK","5f7VJjfbwm532GiveGC0ZK","Lil Baby",92,"artist","spotify:artist:5f7VJjfbwm532GiveGC0ZK","https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK",NA,9806503,"long",3,8,"lord"
"glitchcore, plugg, pluggnb, vapor trap","https://api.spotify.com/v1/artists/2SJhf6rTOU53g8yBdAjPby","2SJhf6rTOU53g8yBdAjPby","SoFaygo",71,"artist","spotify:artist:2SJhf6rTOU53g8yBdAjPby","https://open.spotify.com/artist/2SJhf6rTOU53g8yBdAjPby",NA,350147,"long",3,9,"lord"
"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap","https://api.spotify.com/v1/artists/1RyvyyTE3xzB2ZywiAwp0i","1RyvyyTE3xzB2ZywiAwp0i","Future",92,"artist","spotify:artist:1RyvyyTE3xzB2ZywiAwp0i","https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i",NA,11222992,"long",3,10,"lord"
"uk alternative hip hop, underground hip hop, vapor trap","https://api.spotify.com/v1/artists/2LakckgvXEtJlKOYP6BO11","2LakckgvXEtJlKOYP6BO11","Lancey Foux",57,"artist","spotify:artist:2LakckgvXEtJlKOYP6BO11","https://open.spotify.com/artist/2LakckgvXEtJlKOYP6BO11",NA,122639,"long",3,11,"lord"
"nyc rap, plugg, vapor trap","https://api.spotify.com/v1/artists/0JfrGVffhKwF36QHW9HXOL","0JfrGVffhKwF36QHW9HXOL","Shawny Binladen",50,"artist","spotify:artist:0JfrGVffhKwF36QHW9HXOL","https://open.spotify.com/artist/0JfrGVffhKwF36QHW9HXOL",NA,10908,"long",3,12,"lord"
"alternative r&b, dance pop, pop, r&b, urban contemporary","https://api.spotify.com/v1/artists/5ZS223C6JyBfXasXxrRqOk","5ZS223C6JyBfXasXxrRqOk","Jhené Aiko",82,"artist","spotify:artist:5ZS223C6JyBfXasXxrRqOk","https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk",NA,5290222,"long",3,13,"lord"
"brooklyn drill, new york drill","https://api.spotify.com/v1/artists/7s3eCGNZMrwUQraXlocCBv","7s3eCGNZMrwUQraXlocCBv","Bizzy Banks",61,"artist","spotify:artist:7s3eCGNZMrwUQraXlocCBv","https://open.spotify.com/artist/7s3eCGNZMrwUQraXlocCBv",NA,114457,"long",3,14,"lord"
"australian psych, neo-psychedelic","https://api.spotify.com/v1/artists/5INjqkS1o8h1imAzPqGZBb","5INjqkS1o8h1imAzPqGZBb","Tame Impala",83,"artist","spotify:artist:5INjqkS1o8h1imAzPqGZBb","https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb",NA,5487615,"long",3,15,"lord"
"canadian hip hop, canadian pop, hip hop, rap, toronto rap","https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4","3TVXtAsR1Inumwj472S9r4","Drake",98,"artist","spotify:artist:3TVXtAsR1Inumwj472S9r4","https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4",NA,61578850,"long",3,16,"lord"
"east coast hip hop, hip hop, rap","https://api.spotify.com/v1/artists/3nFkdlSjzX9mRTtwJOzDYB","3nFkdlSjzX9mRTtwJOzDYB","JAY-Z",88,"artist","spotify:artist:3nFkdlSjzX9mRTtwJOzDYB","https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB",NA,7079846,"long",3,17,"lord"
"canadian contemporary r&b, canadian pop, pop","https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd",98,"artist","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ",NA,42485059,"long",3,18,"lord"
"brooklyn drill, new york drill","https://api.spotify.com/v1/artists/6FheakPfcCNN0NeROtOKeQ","6FheakPfcCNN0NeROtOKeQ","Smoove'L",49,"artist","spotify:artist:6FheakPfcCNN0NeROtOKeQ","https://open.spotify.com/artist/6FheakPfcCNN0NeROtOKeQ",NA,107857,"long",3,19,"lord"
"pluggnb, vapor trap","https://api.spotify.com/v1/artists/3gBZUcNeVumkeeJ19CY2sX","3gBZUcNeVumkeeJ19CY2sX","Ken Car$on",64,"artist","spotify:artist:3gBZUcNeVumkeeJ19CY2sX","https://open.spotify.com/artist/3gBZUcNeVumkeeJ19CY2sX",NA,103206,"long",3,20,"lord"
"new york drill","https://api.spotify.com/v1/artists/5PPetvBg4hGBkco4Y267hd","5PPetvBg4hGBkco4Y267hd","Quelly Woo",49,"artist","spotify:artist:5PPetvBg4hGBkco4Y267hd","https://open.spotify.com/artist/5PPetvBg4hGBkco4Y267hd",NA,30954,"long",3,21,"lord"
"brooklyn drill, new york drill","https://api.spotify.com/v1/artists/5Juzk12OF6455izbnUr10x","5Juzk12OF6455izbnUr10x","26ar",48,"artist","spotify:artist:5Juzk12OF6455izbnUr10x","https://open.spotify.com/artist/5Juzk12OF6455izbnUr10x",NA,24576,"long",3,22,"lord"
"melodic rap, rap, trap","https://api.spotify.com/v1/artists/31W5EY0aAly4Qieq6OFu6I","31W5EY0aAly4Qieq6OFu6I","A Boogie Wit da Hoodie",86,"artist","spotify:artist:31W5EY0aAly4Qieq6OFu6I","https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I",NA,6330709,"long",3,23,"lord"
"electro, filter house","https://api.spotify.com/v1/artists/4tZwfgrHOc3mvqYlEYSvVi","4tZwfgrHOc3mvqYlEYSvVi","Daft Punk",83,"artist","spotify:artist:4tZwfgrHOc3mvqYlEYSvVi","https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi",NA,8697500,"long",3,24,"lord"
"melodic rap, philly rap, rap, trap","https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz","4O15NlyKLIASxsJ0PrXPfz","Lil Uzi Vert",90,"artist","spotify:artist:4O15NlyKLIASxsJ0PrXPfz","https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz",NA,12968461,"long",3,25,"lord"
"brooklyn drill, melodic rap, nyc rap","https://api.spotify.com/v1/artists/6jGMq4yGs7aQzuGsMgVgZR","6jGMq4yGs7aQzuGsMgVgZR","Lil Tjay",85,"artist","spotify:artist:6jGMq4yGs7aQzuGsMgVgZR","https://open.spotify.com/artist/6jGMq4yGs7aQzuGsMgVgZR",NA,4694112,"long",3,26,"lord"
"art pop, candy pop, dance pop, electropop, metropopolis, pop, post-teen pop, uk pop","https://api.spotify.com/v1/artists/25uiPmTg16RbhZWAqwLBy5","25uiPmTg16RbhZWAqwLBy5","Charli XCX",81,"artist","spotify:artist:25uiPmTg16RbhZWAqwLBy5","https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5",NA,2563908,"long",3,27,"lord"
"british soul, pop, pop soul, uk pop","https://api.spotify.com/v1/artists/4dpARuHxo51G3z768sgnrY","4dpARuHxo51G3z768sgnrY","Adele",92,"artist","spotify:artist:4dpARuHxo51G3z768sgnrY","https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY",NA,35074052,"long",3,28,"lord"
"chicago rap, rap","https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x","5K4W6rqBFWDnAN6FQUkS6x","Kanye West",96,"artist","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x",NA,16631180,"long",3,29,"lord"
"atl hip hop, melodic rap, rap, trap","https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ","2hlmm7s2ICUX0LVIhVFlZQ","Gunna",92,"artist","spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ","https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ",NA,4049758,"long",3,30,"lord"
"alternative r&b, chill r&b, dance pop, indie r&b, pop, r&b, scandinavian r&b, swedish soul","https://api.spotify.com/v1/artists/1A9o3Ljt67pFZ89YtPPL5X","1A9o3Ljt67pFZ89YtPPL5X","Snoh Aalegra",71,"artist","spotify:artist:1A9o3Ljt67pFZ89YtPPL5X","https://open.spotify.com/artist/1A9o3Ljt67pFZ89YtPPL5X",NA,756062,"long",3,31,"lord"
"colombian pop, dance pop, pop, r&b","https://api.spotify.com/v1/artists/1U1el3k54VvEUzo3ybLPlM","1U1el3k54VvEUzo3ybLPlM","Kali Uchis",85,"artist","spotify:artist:1U1el3k54VvEUzo3ybLPlM","https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM",NA,2661573,"long",3,32,"lord"
"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap","https://api.spotify.com/v1/artists/5F1aAS1duwlzExnPs3l2Xe","5F1aAS1duwlzExnPs3l2Xe","Pooh Shiesty",77,"artist","spotify:artist:5F1aAS1duwlzExnPs3l2Xe","https://open.spotify.com/artist/5F1aAS1duwlzExnPs3l2Xe",NA,750643,"long",3,33,"lord"
"chicago rap","https://api.spotify.com/v1/artists/6QtgPSJPSzcnn7dPZ4VINp","6QtgPSJPSzcnn7dPZ4VINp","King Von",82,"artist","spotify:artist:6QtgPSJPSzcnn7dPZ4VINp","https://open.spotify.com/artist/6QtgPSJPSzcnn7dPZ4VINp",NA,1765706,"long",3,34,"lord"
"vapor trap","https://api.spotify.com/v1/artists/7J0hrNYCO5DgAx0XaRJqkh","7J0hrNYCO5DgAx0XaRJqkh","Yung Kayo",58,"artist","spotify:artist:7J0hrNYCO5DgAx0XaRJqkh","https://open.spotify.com/artist/7J0hrNYCO5DgAx0XaRJqkh",NA,16332,"long",3,35,"lord"
"hip hop, pluggnb, rap, trap, underground hip hop, vapor trap","https://api.spotify.com/v1/artists/5yPzzu25VzEk8qrGTLIrE1","5yPzzu25VzEk8qrGTLIrE1","Young Nudy",74,"artist","spotify:artist:5yPzzu25VzEk8qrGTLIrE1","https://open.spotify.com/artist/5yPzzu25VzEk8qrGTLIrE1",NA,846381,"long",3,36,"lord"
"art pop, chillwave, indie pop, indie soul, quebec indie, shiver pop","https://api.spotify.com/v1/artists/2SdK1QDmZIP2hk94rSaLl9","2SdK1QDmZIP2hk94rSaLl9","TOPS",51,"artist","spotify:artist:2SdK1QDmZIP2hk94rSaLl9","https://open.spotify.com/artist/2SdK1QDmZIP2hk94rSaLl9",NA,106314,"long",3,37,"lord"
"brooklyn drill, nyc rap","https://api.spotify.com/v1/artists/6EPlBSH2RSiettczlz7ihV","6EPlBSH2RSiettczlz7ihV","Sleepy Hallow",81,"artist","spotify:artist:6EPlBSH2RSiettczlz7ihV","https://open.spotify.com/artist/6EPlBSH2RSiettczlz7ihV",NA,761465,"long",3,38,"lord"
"indie pop, la indie","https://api.spotify.com/v1/artists/1r1uxoy19fzMxunt3ONAkG","1r1uxoy19fzMxunt3ONAkG","Phoebe Bridgers",79,"artist","spotify:artist:1r1uxoy19fzMxunt3ONAkG","https://open.spotify.com/artist/1r1uxoy19fzMxunt3ONAkG",NA,1073526,"long",3,39,"lord"
"art pop, dance pop, electropop, escape room, pop","https://api.spotify.com/v1/artists/2KEqzdPS7M5YwGmiuPTdr5","2KEqzdPS7M5YwGmiuPTdr5","Rina Sawayama",70,"artist","spotify:artist:2KEqzdPS7M5YwGmiuPTdr5","https://open.spotify.com/artist/2KEqzdPS7M5YwGmiuPTdr5",NA,669520,"long",3,40,"lord"
"contemporary r&b, dance pop, hip pop, neo soul, pop, pop r&b, pop rap, r&b, urban contemporary","https://api.spotify.com/v1/artists/1vfezMIyCr4XUdYRaKIKi3","1vfezMIyCr4XUdYRaKIKi3","Keyshia Cole",69,"artist","spotify:artist:1vfezMIyCr4XUdYRaKIKi3","https://open.spotify.com/artist/1vfezMIyCr4XUdYRaKIKi3",NA,2894061,"long",3,41,"lord"
"bronx drill, new york drill","https://api.spotify.com/v1/artists/7hf5PZjVOqTQ2id3PF7I5Y","7hf5PZjVOqTQ2id3PF7I5Y","B-Lovee",65,"artist","spotify:artist:7hf5PZjVOqTQ2id3PF7I5Y","https://open.spotify.com/artist/7hf5PZjVOqTQ2id3PF7I5Y",NA,56720,"long",3,42,"lord"
"art pop, canadian electropop, dance pop, electropop, grave wave, indietronica, metropopolis, pop","https://api.spotify.com/v1/artists/053q0ukIDRgzwTr4vNSwab","053q0ukIDRgzwTr4vNSwab","Grimes",73,"artist","spotify:artist:053q0ukIDRgzwTr4vNSwab","https://open.spotify.com/artist/053q0ukIDRgzwTr4vNSwab",NA,1613150,"long",3,43,"lord"
"bronx drill, new york drill","https://api.spotify.com/v1/artists/2AMeiDbfU2vonrTkpXDKUu","2AMeiDbfU2vonrTkpXDKUu","Kay Flock",69,"artist","spotify:artist:2AMeiDbfU2vonrTkpXDKUu","https://open.spotify.com/artist/2AMeiDbfU2vonrTkpXDKUu",NA,126810,"long",3,44,"lord"
"melodic rap, rap, southern hip hop, trap, vapor trap","https://api.spotify.com/v1/artists/3uJx5SnOM59Li7lCxA3b29","3uJx5SnOM59Li7lCxA3b29","Lil Keed",65,"artist","spotify:artist:3uJx5SnOM59Li7lCxA3b29","https://open.spotify.com/artist/3uJx5SnOM59Li7lCxA3b29",NA,765649,"long",3,45,"lord"
"brooklyn drill, new york drill, rap, trap","https://api.spotify.com/v1/artists/14CHVeJGrR5xgUGQFV5BVM","14CHVeJGrR5xgUGQFV5BVM","Fivio Foreign",79,"artist","spotify:artist:14CHVeJGrR5xgUGQFV5BVM","https://open.spotify.com/artist/14CHVeJGrR5xgUGQFV5BVM",NA,825510,"long",3,46,"lord"
"baltimore indie, dream pop, dreamo, modern dream pop","https://api.spotify.com/v1/artists/56ZTgzPBDge0OvCGgMO3OY","56ZTgzPBDge0OvCGgMO3OY","Beach House",78,"artist","spotify:artist:56ZTgzPBDge0OvCGgMO3OY","https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY",NA,1446028,"long",3,47,"lord"
"florida rap, rap, trap","https://api.spotify.com/v1/artists/0Njy6yR9LykNKYg9yE23QN","0Njy6yR9LykNKYg9yE23QN","Nardo Wick",75,"artist","spotify:artist:0Njy6yR9LykNKYg9yE23QN","https://open.spotify.com/artist/0Njy6yR9LykNKYg9yE23QN",NA,157242,"long",3,48,"lord"
"nyc rap, rap, trap, vapor trap","https://api.spotify.com/v1/artists/6Av6GMCOznZIlHuNcBWgf4","6Av6GMCOznZIlHuNcBWgf4","Jay Critch",63,"artist","spotify:artist:6Av6GMCOznZIlHuNcBWgf4","https://open.spotify.com/artist/6Av6GMCOznZIlHuNcBWgf4",NA,631954,"long",3,49,"lord"
"brooklyn drill, new york drill, nyc rap","https://api.spotify.com/v1/artists/1tG7s7S4sq2eFFW0QZyLbm","1tG7s7S4sq2eFFW0QZyLbm","Sheff G",75,"artist","spotify:artist:1tG7s7S4sq2eFFW0QZyLbm","https://open.spotify.com/artist/1tG7s7S4sq2eFFW0QZyLbm",NA,605772,"long",3,50,"lord"
